Community,mean_monthly_jsd,median_monthly_jsd,max_monthly_jsd,n_transitions,jsd_pre_covid,jsd_covid_post,jsd_pre_post,shift_type,acs_year,total_population,occupied_housing_units,total_housing_units,poverty_rate,unemployment_rate,bachelors_plus_rate,renter_rate,owner_rate,vacancy_rate,white_non_hispanic_rate,black_non_hispanic_rate,asian_non_hispanic_rate,hispanic_rate,median_household_income_approx,volatility_group
69,0.09152002632742379,0.08695820213036257,0.15284321257866537,71.0,0.09654960020646709,0.09327320906289453,0.154411133638613,Delayed shift,2023,92293,40588,49609,0.276758926915482,0.1628160567027874,0.2237052856380138,0.669458953385237,0.3305410466147629,0.1818420044749944,0.0131537603068488,0.9226918617880012,0.005861766331141,0.0301756362887759,43574.90378929733,Low
7,0.12713539720283404,0.1241612834968001,0.21425513615412442,71.0,0.09865012826758082,0.0743482410095781,0.09867780803956867,Low change,2023,134390,68962,75739,0.0872677209075903,0.0411268718984673,0.8417348872847522,0.5586844929091384,0.4413155070908616,0.0894783400889898,0.7355532405684947,0.0611206190936825,0.0772825359029689,0.0821787335367214,139723.08010316544,Mid-low
70,0.15645950259587674,0.15169510628723068,0.2756013637538006,71.0,0.08433414192127862,0.11131127912140217,0.12262104300050221,Low change,2023,102960,34432,36307,0.164216428480722,0.1004312636616057,0.203044867098438,0.2029797862453531,0.7970202137546468,0.0516429338695017,0.1553127428127428,0.3689296814296814,0.0093337218337218,0.4471833721833722,74139.3764230948,Mid-high
71,0.0888062802021502,0.08787713676481769,0.13278303874204128,71.0,0.09732961986093801,0.09673120197667177,0.15239268011401708,Delayed shift,2023,93318,35524,41151,0.2145229876973349,0.1448757356970953,0.2145307140629872,0.425149194910483,0.5748508050895169,0.1367402979271463,0.0293298184701772,0.8581302642576994,0.0077477014080884,0.0830279260164169,57323.9501745299,Low
72,0.22941657381546196,0.22796812873671646,0.3868446724676407,71.0,0.11562533947856864,0.11052194645581057,0.13891202401765773,Temporary disruption,2023,66898,25948,27727,0.0888882181609646,0.0857271229594129,0.4051052721670661,0.2294203792199784,0.7705796207800216,0.0641612868323295,0.3566922777960477,0.5039463063170797,0.0116744895213608,0.0999730933660199,92571.0790427008,High
73,0.12785750616586802,0.12685636974370282,0.21237282492381188,71.0,0.10142233276082173,0.13521137392266194,0.16519644662442964,Delayed shift,2023,50123,18700,20647,0.1341077085533263,0.1092303053796786,0.3289682990569254,0.2694117647058823,0.7305882352941176,0.0942994139584443,0.0991361251321748,0.8393950880833151,0.0061249326656425,0.0323603934321568,78816.96144385026,Mid-low
74,0.29572138926575375,0.2922389951230513,0.419841121633331,71.0,0.16715815734337822,0.1376717471642995,0.10465417893972534,Temporary disruption,2023,59979,23703,24944,0.0733720989370539,0.0474870720248757,0.3611721430863801,0.1975699278572332,0.8024300721427667,0.0497514432328415,0.6663165441237766,0.0894646459594191,0.020540522516214,0.1938511812467697,92512.96101759272,High
75,0.16349899010876642,0.1622016695447848,0.2328016995941282,71.0,0.1026095661400344,0.11501345898111474,0.130044994112158,Low change,2023,62706,24927,26901,0.1284262645221837,0.0907746705239472,0.3260083385161126,0.3245075620812773,0.6754924379187227,0.0733801717408274,0.304564156540044,0.5011163206072784,0.0054699709756642,0.1553439862214142,73734.05399767321,Mid-high
76,0.19758238520407168,0.18700853423003208,0.3751894348505179,71.0,0.09596890869476966,0.06350850001023682,0.10176233683324873,Low change,2023,82970,32142,33343,0.076542551256714,0.0472662583318321,0.3266309975837073,0.3551116918673387,0.6448883081326613,0.0360195543292445,0.6033506086537302,0.0196818127033867,0.0617572616608412,0.2931782572013981,85515.3531516396,Mid-high
77,0.13909630967472955,0.14192853324430235,0.21490489913171165,71.0,0.0448150073315406,0.09064634874816359,0.08858091276941402,Low change,2023,104107,55241,60062,0.1668075657727212,0.0546140515006978,0.5876781914566498,0.6583334841874694,0.3416665158125305,0.0802670573740468,0.5293496114574429,0.1407302102644394,0.122114747327269,0.1533902619420404,69457.40422874314,Mid-low
8,0.08779814649724407,0.07136219510963333,0.26511671392226227,71.0,0.13754758572840528,0.07350545925075376,0.10894462073649981,Temporary disruption,2023,153070,93558,105994,0.083857288589888,0.0320481579754878,0.8531625722947948,0.631073772419248,0.368926227580752,0.1173273958903334,0.6556085451100804,0.0782844450251518,0.1473704840922453,0.0762592278042725,131847.6427781125,Low
9,0.3752214553225847,0.38047556805378824,0.5663844420942749,71.0,0.13526427323764828,0.09968703385168169,0.13850709337471995,Temporary disruption,2023,51878,20362,21328,0.0507740181982904,0.0411527333637886,0.5297189619898783,0.1764561437972694,0.8235438562027306,0.0452925731432858,0.7816608196152511,0.0068237017618258,0.0584062608427464,0.1304984771964994,119350.9206855908,High
