node_id,n_samples,period_majority,period_majority_share,period_entropy,mean_year,min_year,max_year,community_majority,community_majority_share,n_communities,dominant_crime_majority,dominant_crime_majority_share,mean_dominant_crime_share,mean_arrest_rate,mean_domestic_rate,density,mean_ASSAULT,mean_BATTERY,mean_BURGLARY,mean_CRIMINAL DAMAGE,mean_CRIMINAL TRESPASS,mean_DECEPTIVE PRACTICE,mean_MOTOR VEHICLE THEFT,mean_NARCOTICS,mean_OTHER CRIMES,mean_OTHER OFFENSE,mean_PUBLIC ORDER,mean_ROBBERY,mean_SEXUAL CRIMES,mean_THEFT,mean_WEAPONS VIOLATION,mean_poverty_rate,mean_unemployment_rate,mean_bachelors_plus_rate,mean_renter_rate,mean_vacancy_rate,mean_median_household_income_approx,mean_white_non_hispanic_rate,mean_black_non_hispanic_rate,mean_asian_non_hispanic_rate,mean_hispanic_rate,x,y,community_majority_num,state_id,state_label
cube118_cluster0,65,Post-COVID,0.7230769230769231,0.6494401294444305,2022.123076923077,2019,2023,39,0.09230769230769231,27,THEFT,0.7076923076923077,0.211241653886165,0.08530227868020426,0.19264784614411987,373.0793981226111,0.09087519746222887,0.1552341556941102,0.029491939992718277,0.11960123304936113,0.014376297482365855,0.078509264587989,0.11908634415180587,0.006545145661070322,0.016437094393157204,0.07446097524727324,0.009075107641039613,0.04309597558427991,0.010412984420713154,0.20009149836201107,0.032706786269876297,0.1847027900645411,0.0977165449070927,0.3331430798019487,0.48690920815407757,0.07961309782096544,65663.06701940848,0.19344855330633365,0.3557499323909951,0.10070654436160124,0.32316862734985774,0.2941117220834942,-0.7894880761206502,39,5,State 05
cube119_cluster0,55,Post-COVID,0.9454545454545454,0.21168754464631545,2022.5636363636363,2020,2023,39,0.10909090909090909,27,THEFT,0.5454545454545454,0.20448095877439854,0.0850949138237762,0.17275152907335514,299.76202260290023,0.09005327448208565,0.1322823464382488,0.033186552050241555,0.1337031355922242,0.014178205180163758,0.0736101429316145,0.16536319416853257,0.004763770116259301,0.01112127635051515,0.06038432904010877,0.004733157338589713,0.04719637960883876,0.00888373290619088,0.18922883332023877,0.03131167047614773,0.202538505084007,0.10424892440614615,0.3258711341631166,0.5017061463630486,0.08788461385976892,63211.253906955215,0.15322581763835483,0.45009183977398265,0.09230834869843085,0.27353003432726564,0.25578975242983626,-0.8393560152589208,39,0,Unstable
cube120_cluster0,31,Pre-COVID,0.5806451612903226,0.8601215914518259,2019.4193548387098,2018,2023,76,0.1935483870967742,17,THEFT,0.7419354838709677,0.2419393909548005,0.22446454877982452,0.18474231209680952,157.8702166762377,0.07297821972134241,0.1774223516510425,0.03925904334358259,0.10177746226792937,0.04484385875154187,0.08561005160493149,0.019917335760574632,0.0681414903597207,0.017280498929172272,0.07382476891413584,0.013031485642272468,0.02207870174085005,0.01406784611128442,0.23027234943147648,0.01949453577014292,0.14824750524868696,0.08521832903211445,0.28080607626134074,0.41213314732642325,0.08714202270337693,63222.84834460921,0.3668119248651709,0.2145478597300378,0.08301580753079717,0.3164777296240445,0.44697280830138797,0.8466789443254712,76,6,State 06
cube121_cluster0,22,Pre-COVID,0.7272727272727273,0.5859526183035508,2019.090909090909,2018,2021,14,0.13636363636363635,13,THEFT,0.8181818181818182,0.2422986890469309,0.17622951410817775,0.20128994395212504,130.62130284365907,0.08211877433016612,0.1776630647393302,0.05283767162543993,0.11390107251471883,0.02885115289209572,0.07870103565060955,0.021024937850806717,0.03696819943777671,0.016544257638371026,0.07157641762618301,0.013423356255194722,0.02611286350194751,0.023036001467574993,0.23791969030433305,0.019321504165451944,0.1806145808355535,0.09515527797048268,0.285611164028126,0.464897661960986,0.09370181212992974,57304.39969455211,0.255110311799756,0.28689815652246425,0.12795649859011887,0.3115491368841336,0.4045705913164833,0.8126987766877246,14,6,State 06
cube122_cluster0,38,Pre-COVID,0.6578947368421053,0.8535836791418974,2019.3684210526317,2018,2022,75,0.18421052631578946,22,THEFT,0.8157894736842105,0.23759597221425377,0.1709370838239855,0.20234570539218907,245.61290262510926,0.07793583610912522,0.1839275112225093,0.0436677426766434,0.12617558562606335,0.024944121319153512,0.09132772920601086,0.029756600029029478,0.03183674567113883,0.016550078885341556,0.08154474529159181,0.010991530814165307,0.020272399652845545,0.017497892860057637,0.22646746254647784,0.017104018089846417,0.15982295283133963,0.09293185836957249,0.29475093689715703,0.4434635781791913,0.09025846500328012,60864.955642522335,0.27291405525371565,0.3052252413511279,0.084996082395919,0.3161557642423116,0.30583386343405766,0.7319601641621427,75,16,State 16
cube123_cluster0,51,Pre-COVID,0.5490196078431373,0.9244607799947734,2019.5098039215686,2018,2022,1,0.0784313725490196,29,THEFT,0.7450980392156863,0.23463680466530093,0.15573429682031642,0.1986732826810628,312.9599245688962,0.07670197710587062,0.18485984222013965,0.049154877597864945,0.11944858425046359,0.02401921741923623,0.09427168036282495,0.034482174933895306,0.026484771454067326,0.018820927960214423,0.08020625958047153,0.012769175796687604,0.02130866246388496,0.017397721876786836,0.22097632450631835,0.019097802471273677,0.15249578090840155,0.07982403569637726,0.32666799143135866,0.45525952688825555,0.08505567351319569,65174.89594808519,0.33554383549730815,0.17932717812809557,0.10379182154804754,0.3587096751439785,0.23931663359500183,0.6247465797558025,1,16,State 16
cube124_cluster0,57,Pre-COVID,0.5087719298245614,1.0131543969278982,2019.7543859649122,2018,2023,15,0.15789473684210525,25,THEFT,0.7017543859649122,0.23336496784599114,0.14551981494497288,0.20938236949951924,366.74963808596294,0.08627754347276725,0.19108364441798217,0.04384613736542303,0.12008687983622933,0.024269671971590207,0.09071487213505125,0.037100073168989514,0.02099637604888916,0.017690091811993526,0.08042846634219077,0.00905603620183957,0.02337349344884857,0.012256684014495593,0.2232417308890769,0.019578298874633193,0.15669377467151988,0.07882958248484112,0.3366906769070963,0.45471188618138425,0.08619867619506671,64739.09588688362,0.3296799957132382,0.23223643932110408,0.0960170655329997,0.31751990360788285,0.20248701542831998,0.4821011656794473,15,16,State 16
cube125_cluster0,50,Pre-COVID,0.44,1.0008374812389056,2019.88,2018,2023,15,0.18,27,THEFT,0.78,0.24204048533770603,0.13634939176080127,0.19798569887820894,333.4619019294029,0.088116210894104,0.19091338797552396,0.03882730062112458,0.11684279697926846,0.023606195069823692,0.08896108674294563,0.04008826977495923,0.01829240715709063,0.01704728231728059,0.07510092745063371,0.008610353274165383,0.02796406070854091,0.013978318447807862,0.2302623113060953,0.021389091280636072,0.1618881154598527,0.0798002221103533,0.3777684913785106,0.4925086418347465,0.09022301261535379,66129.18328326334,0.3513607463534207,0.24593542649046565,0.09601085792718082,0.2777115184004863,0.17486583645445428,0.33616999710151174,15,0,Unstable
cube126_cluster0,57,Pre-COVID,0.47368421052631576,0.9969800101251025,2019.842105263158,2018,2023,15,0.12280701754385964,29,THEFT,0.6666666666666666,0.22619135884174618,0.1279752912302138,0.21098953972268264,368.5145702546839,0.08962218423213968,0.1826634251725274,0.04477412790495693,0.11752747721504037,0.023441239843658347,0.09350147038499004,0.04610481434849585,0.01639604707377658,0.02021261656710815,0.07794611334394692,0.008529937681759175,0.027390399742946492,0.015848140769042583,0.21563372038758827,0.020408285332023164,0.159413483977454,0.08245391791719409,0.35082217035863905,0.47900218559506064,0.08783083326148487,65172.37038635564,0.31884170258342887,0.243822838966523,0.09400409310281575,0.31789033197027466,0.1711380143125525,0.18711370945470854,15,7,State 07
cube127_cluster0,64,COVID,0.4375,1.0612039759627614,2020.1875,2018,2023,15,0.09375,31,THEFT,0.671875,0.22779080293508364,0.1242770860380248,0.20198276746565075,388.96472164997687,0.08639596716076917,0.17654299924008665,0.04679268008862248,0.12261917391201496,0.0224789974023352,0.09318609142339918,0.049948999710427544,0.015095384363244053,0.01742383441950293,0.07589856122010623,0.008442331949283703,0.02883943768528483,0.015302708919228039,0.21742407837539018,0.02360875413030484,0.1531569719917999,0.08298913700279548,0.3378255400410681,0.44965297217176997,0.08662949780365549,67169.80341179951,0.3092925100860663,0.2457411226134496,0.08480959463180573,0.335268413277947,0.19125536925311254,0.03556301915251936,15,0,Unstable
cube128_cluster0,61,COVID,0.45901639344262296,1.058531741162136,2020.311475409836,2018,2023,14,0.09836065573770492,30,THEFT,0.6557377049180327,0.22898997730234155,0.10458798618544289,0.2023604575332421,377.06728694116816,0.08624259777987632,0.17857983441568234,0.04568682477757253,0.12567170657754073,0.01778084513509468,0.09835095524462907,0.054751502502961,0.013342376339479139,0.01731413105938788,0.07159380921554476,0.007290733727495503,0.027714144259661563,0.015793304068210282,0.21453042684222035,0.02535680805464384,0.145764134610795,0.07723954697944091,0.3227831971348689,0.4409489017863283,0.08056866176558358,68224.6020034442,0.3169666253275679,0.1747209485952162,0.09848812299589751,0.38431769702162316,0.23801023341841923,-0.12102468593774128,14,18,State 18
cube129_cluster0,57,COVID,0.543859649122807,1.000047682635344,2020.6842105263158,2018,2023,31,0.08771929824561403,30,THEFT,0.631578947368421,0.23011848991771047,0.10329939705549682,0.2075252180294059,340.51132257909643,0.08524587089174226,0.1757433693580559,0.037820247184799136,0.1390187289455068,0.01951008373658867,0.09471382924848991,0.05887005672020571,0.010836854631027957,0.01714418993334098,0.07568319975516516,0.005723999650255736,0.031282801502342396,0.010810747458024619,0.21339795565979866,0.02419806532465608,0.1588558288230751,0.08228389531276278,0.3328738831970044,0.47185091443197397,0.08240971192257163,67523.38324685757,0.28168943639694377,0.22572670649143933,0.10539327120525038,0.36398853685028554,0.29540181197411025,-0.27066713439315665,31,18,State 18
cube130_cluster0,52,COVID,0.4807692307692308,0.9412048886245337,2021.3076923076924,2018,2023,16,0.09615384615384616,28,THEFT,0.6346153846153846,0.23291469488418082,0.09948211225703402,0.2026447065370484,304.66561588832263,0.08793852769914298,0.17798514549558156,0.03945874761813569,0.129040307846919,0.018576765781168878,0.08914150671484421,0.06675174837387655,0.008825991851150275,0.02146807464246821,0.07565717333929853,0.005636353756930963,0.03199888382896487,0.008762688153146701,0.21620118644430525,0.02255689845406628,0.14837640275762404,0.08335864330468382,0.3361811077291513,0.4350149967361777,0.08352138832160637,71824.73386334137,0.3099082235373377,0.24255991459752485,0.0710724444014562,0.3515591818851753,0.345349599963312,-0.42028299260695257,16,0,Unstable
cube131_cluster0,46,COVID,0.5217391304347826,0.9485303456309022,2021.2608695652175,2018,2023,39,0.08695652173913043,28,THEFT,0.6086956521739131,0.22187554214704963,0.08821346710641363,0.219483125145425,261.72416237679244,0.08962199308752354,0.17163176244149767,0.0350694040905432,0.12021285907205398,0.01617729282196104,0.1003356438413956,0.08067541618409976,0.00834893869652895,0.016629283138627472,0.08237629291988528,0.006007192648390774,0.03511199432489508,0.010128491119255649,0.20480504196910534,0.02286839364423666,0.16908434744705403,0.09731770582692074,0.3225842699919745,0.44565267049925494,0.07941765960854362,66022.1736178954,0.24095681743905603,0.32064155303216774,0.06257537640171523,0.3525972429512059,0.4085384631094222,-0.5485874817802308,39,5,State 05
cube132_cluster0,66,Post-COVID,0.5303030303030303,0.8988232010740238,2021.5151515151515,2018,2023,33,0.09090909090909091,32,THEFT,0.6818181818181818,0.226782036033469,0.09380335603753305,0.19566467871213405,377.04625087975535,0.09176423020222187,0.1800432690043342,0.0330549121445639,0.1102968689264437,0.014066916089742138,0.0963794739041324,0.09393224292128774,0.006444496306262548,0.014862420215831363,0.06466684580015336,0.0060756920872707095,0.04145919811346166,0.01230098948785487,0.21048903511186168,0.02416340968457785,0.18257971259035635,0.09369712414915186,0.35831730619573426,0.5004506772868187,0.07987383877899078,67763.27552649198,0.24355216146465414,0.2951332744995677,0.12047311651718075,0.3132042290597276,0.4209315476267135,-0.6182021673656067,33,5,State 05
cube133_cluster0,56,Post-COVID,0.8392857142857143,0.44085243222802906,2022.4464285714287,2020,2023,33,0.125,25,THEFT,0.875,0.22989735152101984,0.08928391354090384,0.16379934176191804,325.20086083866283,0.08087578942072841,0.15627771402962656,0.03429026122911385,0.11749765326248238,0.01621495537249188,0.08175582372505806,0.12176758378196983,0.006971976625145087,0.012050953220762188,0.05869656954101245,0.0058977710046862,0.04651665959068507,0.012248953094452298,0.22342445002810285,0.025512886073682906,0.17833506439849836,0.0865340150195492,0.39115282162247084,0.5057717199174852,0.07401287571457973,73502.18887288956,0.2518896844944744,0.25233278211571075,0.16914844783800614,0.2943582798736207,0.4108318830138383,-0.67556515054823,33,5,State 05
cube134_cluster0,47,Post-COVID,0.8936170212765957,0.3388856117085273,2022.404255319149,2020,2023,39,0.1276595744680851,20,THEFT,0.723404255319149,0.23465584046997512,0.07666531321447369,0.17045161906087192,248.31889502666453,0.07939802275113803,0.14432522789832058,0.031763112132793,0.12087988016436589,0.013830552048406554,0.0718777107301055,0.16560620501358778,0.0037444472526877784,0.010066431697555016,0.05380816816224172,0.0038943403626434422,0.04223847366141762,0.008733601140855154,0.22343191696569512,0.026401910018186817,0.18454722327973233,0.09468074211158553,0.3498661890240163,0.4753290568881388,0.08202535090304285,69328.20667871484,0.2040392325520261,0.3617325990927032,0.10829855749230972,0.2962248216185037,0.45095347697124455,-0.7387686668362677,39,5,State 05
cube135_cluster0,24,Pre-COVID,0.4583333333333333,1.0635215028672123,2019.875,2018,2023,76,0.2916666666666667,14,THEFT,0.7083333333333334,0.2660100588970471,0.21764395201460837,0.17336307264036743,116.59759357151543,0.06513750153756656,0.18044444011438987,0.030605013574772383,0.07736905350788867,0.04972196181440955,0.0949039360733523,0.024394596813560043,0.07018891434816603,0.014985828332056986,0.07798946434086083,0.01003273496716438,0.01790863144648535,0.012401094114972542,0.256247312613268,0.017669516401086553,0.13239856510470654,0.07592870105621147,0.31912161081420426,0.3918779355476915,0.0741797216112056,69463.84270197051,0.44863907337364006,0.19841200354856467,0.059203407182658756,0.2709884780142009,0.3224181014001565,0.9221285445659384,76,6,State 06
