index,Community,YMonth,Year,Month,Period,ASSAULT,BATTERY,BURGLARY,CRIMINAL DAMAGE,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,MOTOR VEHICLE THEFT,NARCOTICS,OTHER CRIMES,OTHER OFFENSE,PUBLIC ORDER,ROBBERY,SEXUAL CRIMES,THEFT,WEAPONS VIOLATION,dominantCrime,dominantCrimeShare,arrestRate,domesticRate,acs_year,sample_idx,date,state_id,state_weight
8,1,201809,2018,09,Pre-COVID,0.07122507122507123,0.1908831908831909,0.042735042735042736,0.15669515669515668,0.04843304843304843,0.037037037037037035,0.03418803418803419,0.011396011396011397,0.011396011396011397,0.05698005698005698,0.008547008547008548,0.03133903133903134,0.02849002849002849,0.2706552706552707,0.0,THEFT,0.2706552706552707,0.17094017094017094,0.16524216524216523,2019,8,2018-09-01,0,0.5
8,1,201809,2018,09,Pre-COVID,0.07122507122507123,0.1908831908831909,0.042735042735042736,0.15669515669515668,0.04843304843304843,0.037037037037037035,0.03418803418803419,0.011396011396011397,0.011396011396011397,0.05698005698005698,0.008547008547008548,0.03133903133903134,0.02849002849002849,0.2706552706552707,0.0,THEFT,0.2706552706552707,0.17094017094017094,0.16524216524216523,2019,8,2018-09-01,2,0.5
9,1,201810,2018,10,Pre-COVID,0.07323943661971831,0.21971830985915494,0.059154929577464786,0.11830985915492957,0.03943661971830986,0.056338028169014086,0.036619718309859155,0.01971830985915493,0.022535211267605635,0.059154929577464786,0.005633802816901409,0.02535211267605634,0.01971830985915493,0.23943661971830985,0.005633802816901409,THEFT,0.23943661971830985,0.17464788732394365,0.2,2019,9,2018-10-01,16,1.0
10,1,201811,2018,11,Pre-COVID,0.07526881720430108,0.1827956989247312,0.043010752688172046,0.12903225806451613,0.017921146953405017,0.08243727598566308,0.03225806451612903,0.010752688172043012,0.010752688172043012,0.06451612903225806,0.007168458781362007,0.043010752688172046,0.014336917562724014,0.2831541218637993,0.0035842293906810036,THEFT,0.2831541218637993,0.13978494623655913,0.15770609318996415,2019,10,2018-11-01,2,1.0
11,1,201812,2018,12,Pre-COVID,0.06779661016949153,0.15932203389830507,0.02711864406779661,0.10847457627118644,0.05423728813559322,0.0711864406779661,0.023728813559322035,0.013559322033898305,0.013559322033898305,0.04745762711864407,0.013559322033898305,0.03728813559322034,0.013559322033898305,0.3389830508474576,0.010169491525423728,THEFT,0.3389830508474576,0.17627118644067796,0.15593220338983052,2019,11,2018-12-01,6,1.0
12,1,201901,2019,01,Pre-COVID,0.08843537414965986,0.20068027210884354,0.06802721088435375,0.1054421768707483,0.04081632653061224,0.0782312925170068,0.023809523809523808,0.023809523809523808,0.003401360544217687,0.08503401360544217,0.0,0.023809523809523808,0.013605442176870748,0.24149659863945577,0.003401360544217687,THEFT,0.24149659863945577,0.16326530612244897,0.19047619047619047,2019,12,2019-01-01,6,1.0
13,1,201902,2019,02,Pre-COVID,0.04878048780487805,0.17421602787456447,0.08710801393728224,0.10452961672473868,0.027874564459930314,0.07665505226480836,0.027874564459930314,0.024390243902439025,0.013937282229965157,0.09059233449477352,0.010452961672473868,0.027874564459930314,0.006968641114982578,0.27526132404181186,0.003484320557491289,THEFT,0.27526132404181186,0.1602787456445993,0.156794425087108,2019,13,2019-02-01,6,1.0
14,1,201903,2019,03,Pre-COVID,0.08653846153846154,0.16987179487179488,0.038461538461538464,0.10897435897435898,0.04807692307692308,0.09615384615384616,0.03205128205128205,0.019230769230769232,0.019230769230769232,0.0673076923076923,0.00641025641025641,0.02564102564102564,0.019230769230769232,0.2564102564102564,0.00641025641025641,THEFT,0.2564102564102564,0.20833333333333334,0.17307692307692307,2019,14,2019-03-01,6,1.0
15,1,201904,2019,04,Pre-COVID,0.061068702290076333,0.20229007633587787,0.04961832061068702,0.1183206106870229,0.019083969465648856,0.0648854961832061,0.03816793893129771,0.019083969465648856,0.007633587786259542,0.0648854961832061,0.011450381679389313,0.011450381679389313,0.022900763358778626,0.29770992366412213,0.011450381679389313,THEFT,0.29770992366412213,0.15648854961832062,0.17938931297709923,2019,15,2019-04-01,0,0.25
15,1,201904,2019,04,Pre-COVID,0.061068702290076333,0.20229007633587787,0.04961832061068702,0.1183206106870229,0.019083969465648856,0.0648854961832061,0.03816793893129771,0.019083969465648856,0.007633587786259542,0.0648854961832061,0.011450381679389313,0.011450381679389313,0.022900763358778626,0.29770992366412213,0.011450381679389313,THEFT,0.29770992366412213,0.15648854961832062,0.17938931297709923,2019,15,2019-04-01,2,0.25
15,1,201904,2019,04,Pre-COVID,0.061068702290076333,0.20229007633587787,0.04961832061068702,0.1183206106870229,0.019083969465648856,0.0648854961832061,0.03816793893129771,0.019083969465648856,0.007633587786259542,0.0648854961832061,0.011450381679389313,0.011450381679389313,0.022900763358778626,0.29770992366412213,0.011450381679389313,THEFT,0.29770992366412213,0.15648854961832062,0.17938931297709923,2019,15,2019-04-01,6,0.25
15,1,201904,2019,04,Pre-COVID,0.061068702290076333,0.20229007633587787,0.04961832061068702,0.1183206106870229,0.019083969465648856,0.0648854961832061,0.03816793893129771,0.019083969465648856,0.007633587786259542,0.0648854961832061,0.011450381679389313,0.011450381679389313,0.022900763358778626,0.29770992366412213,0.011450381679389313,THEFT,0.29770992366412213,0.15648854961832062,0.17938931297709923,2019,15,2019-04-01,16,0.25
16,1,201905,2019,05,Pre-COVID,0.07518796992481203,0.19298245614035087,0.047619047619047616,0.19047619047619047,0.03007518796992481,0.042606516290726815,0.03508771929824561,0.007518796992481203,0.005012531328320802,0.05513784461152882,0.0,0.03007518796992481,0.02756892230576441,0.2556390977443609,0.005012531328320802,THEFT,0.2556390977443609,0.13784461152882205,0.14536340852130325,2019,16,2019-05-01,18,1.0
17,1,201906,2019,06,Pre-COVID,0.06287425149700598,0.18862275449101795,0.03293413173652695,0.10179640718562874,0.014970059880239521,0.0748502994011976,0.04790419161676647,0.011976047904191617,0.011976047904191617,0.059880239520958084,0.008982035928143712,0.03293413173652695,0.011976047904191617,0.32934131736526945,0.008982035928143712,THEFT,0.32934131736526945,0.09580838323353294,0.1467065868263473,2019,17,2019-06-01,2,1.0
18,1,201907,2019,07,Pre-COVID,0.05154639175257732,0.16752577319587628,0.04639175257731959,0.11855670103092783,0.028350515463917526,0.05154639175257732,0.05154639175257732,0.041237113402061855,0.002577319587628866,0.028350515463917526,0.005154639175257732,0.01804123711340206,0.010309278350515464,0.3582474226804124,0.020618556701030927,THEFT,0.3582474226804124,0.19329896907216496,0.13659793814432988,2019,18,2019-07-01,2,0.5
18,1,201907,2019,07,Pre-COVID,0.05154639175257732,0.16752577319587628,0.04639175257731959,0.11855670103092783,0.028350515463917526,0.05154639175257732,0.05154639175257732,0.041237113402061855,0.002577319587628866,0.028350515463917526,0.005154639175257732,0.01804123711340206,0.010309278350515464,0.3582474226804124,0.020618556701030927,THEFT,0.3582474226804124,0.19329896907216496,0.13659793814432988,2019,18,2019-07-01,6,0.5
19,1,201908,2019,08,Pre-COVID,0.06947890818858561,0.14640198511166252,0.05707196029776675,0.13399503722084366,0.02481389578163772,0.07692307692307693,0.034739454094292806,0.022332506203473945,0.0024813895781637717,0.034739454094292806,0.004962779156327543,0.04466501240694789,0.01488833746898263,0.3250620347394541,0.007444168734491315,THEFT,0.3250620347394541,0.16129032258064516,0.1141439205955335,2019,19,2019-08-01,2,0.5
19,1,201908,2019,08,Pre-COVID,0.06947890818858561,0.14640198511166252,0.05707196029776675,0.13399503722084366,0.02481389578163772,0.07692307692307693,0.034739454094292806,0.022332506203473945,0.0024813895781637717,0.034739454094292806,0.004962779156327543,0.04466501240694789,0.01488833746898263,0.3250620347394541,0.007444168734491315,THEFT,0.3250620347394541,0.16129032258064516,0.1141439205955335,2019,19,2019-08-01,17,0.5
20,1,201909,2019,09,Pre-COVID,0.05526315789473684,0.16842105263157894,0.03684210526315789,0.12368421052631579,0.039473684210526314,0.06578947368421052,0.034210526315789476,0.031578947368421054,0.013157894736842105,0.05263157894736842,0.005263157894736842,0.018421052631578946,0.013157894736842105,0.3368421052631579,0.005263157894736842,THEFT,0.3368421052631579,0.18947368421052632,0.12368421052631579,2019,20,2019-09-01,6,1.0
21,1,201910,2019,10,Pre-COVID,0.07449856733524356,0.18911174785100288,0.02865329512893983,0.10601719197707736,0.03151862464183381,0.08022922636103152,0.017191977077363897,0.03724928366762178,0.0057306590257879654,0.05157593123209169,0.022922636103151862,0.03724928366762178,0.014326647564469915,0.3008595988538682,0.0028653295128939827,THEFT,0.3008595988538682,0.1833810888252149,0.1346704871060172,2019,21,2019-10-01,6,1.0
22,1,201911,2019,11,Pre-COVID,0.08305647840531562,0.19933554817275748,0.023255813953488372,0.053156146179401995,0.036544850498338874,0.09302325581395349,0.016611295681063124,0.026578073089700997,0.026578073089700997,0.0664451827242525,0.006644518272425249,0.03986710963455149,0.013289036544850499,0.30564784053156147,0.009966777408637873,THEFT,0.30564784053156147,0.18604651162790697,0.2159468438538206,2019,22,2019-11-01,6,1.0
23,1,201912,2019,12,Pre-COVID,0.061452513966480445,0.19273743016759776,0.030726256983240222,0.13128491620111732,0.0335195530726257,0.09497206703910614,0.013966480446927373,0.01675977653631285,0.013966480446927373,0.05865921787709497,0.0,0.01675977653631285,0.013966480446927373,0.31564245810055863,0.00558659217877095,THEFT,0.31564245810055863,0.15921787709497207,0.2011173184357542,2019,23,2019-12-01,0,0.5
23,1,201912,2019,12,Pre-COVID,0.061452513966480445,0.19273743016759776,0.030726256983240222,0.13128491620111732,0.0335195530726257,0.09497206703910614,0.013966480446927373,0.01675977653631285,0.013966480446927373,0.05865921787709497,0.0,0.01675977653631285,0.013966480446927373,0.31564245810055863,0.00558659217877095,THEFT,0.31564245810055863,0.15921787709497207,0.2011173184357542,2019,23,2019-12-01,6,0.5
24,1,202001,2020,01,COVID,0.06153846153846154,0.12615384615384614,0.027692307692307693,0.14153846153846153,0.027692307692307693,0.09538461538461539,0.03076923076923077,0.024615384615384615,0.012307692307692308,0.09230769230769231,0.006153846153846154,0.043076923076923075,0.021538461538461538,0.28,0.009230769230769232,THEFT,0.28,0.1723076923076923,0.14153846153846153,2021,24,2020-01-01,2,0.5
24,1,202001,2020,01,COVID,0.06153846153846154,0.12615384615384614,0.027692307692307693,0.14153846153846153,0.027692307692307693,0.09538461538461539,0.03076923076923077,0.024615384615384615,0.012307692307692308,0.09230769230769231,0.006153846153846154,0.043076923076923075,0.021538461538461538,0.28,0.009230769230769232,THEFT,0.28,0.1723076923076923,0.14153846153846153,2021,24,2020-01-01,6,0.5
25,1,202002,2020,02,COVID,0.07482993197278912,0.14965986394557823,0.023809523809523808,0.1054421768707483,0.01020408163265306,0.12244897959183673,0.030612244897959183,0.03741496598639456,0.017006802721088437,0.06802721088435375,0.013605442176870748,0.027210884353741496,0.017006802721088437,0.2925170068027211,0.01020408163265306,THEFT,0.2925170068027211,0.15306122448979592,0.1360544217687075,2021,25,2020-02-01,6,1.0
26,1,202003,2020,03,COVID,0.06666666666666667,0.24313725490196078,0.03137254901960784,0.13725490196078433,0.023529411764705882,0.09411764705882353,0.01568627450980392,0.043137254901960784,0.011764705882352941,0.0392156862745098,0.00392156862745098,0.03529411764705882,0.0196078431372549,0.23137254901960785,0.00392156862745098,BATTERY,0.24313725490196078,0.14901960784313725,0.21568627450980393,2021,26,2020-03-01,6,1.0
27,1,202004,2020,04,COVID,0.08247422680412371,0.14432989690721648,0.05154639175257732,0.14432989690721648,0.020618556701030927,0.13402061855670103,0.005154639175257732,0.005154639175257732,0.005154639175257732,0.05670103092783505,0.010309278350515464,0.05154639175257732,0.02577319587628866,0.25257731958762886,0.010309278350515464,THEFT,0.25257731958762886,0.06701030927835051,0.18041237113402062,2021,27,2020-04-01,0,0.5
27,1,202004,2020,04,COVID,0.08247422680412371,0.14432989690721648,0.05154639175257732,0.14432989690721648,0.020618556701030927,0.13402061855670103,0.005154639175257732,0.005154639175257732,0.005154639175257732,0.05670103092783505,0.010309278350515464,0.05154639175257732,0.02577319587628866,0.25257731958762886,0.010309278350515464,THEFT,0.25257731958762886,0.06701030927835051,0.18041237113402062,2021,27,2020-04-01,6,0.5
28,1,202005,2020,05,COVID,0.08032128514056225,0.24096385542168675,0.08835341365461848,0.1566265060240964,0.020080321285140562,0.0642570281124498,0.028112449799196786,0.008032128514056224,0.01606425702811245,0.0642570281124498,0.004016064257028112,0.012048192771084338,0.012048192771084338,0.20481927710843373,0.0,BATTERY,0.24096385542168675,0.09236947791164658,0.21285140562248997,2021,28,2020-05-01,0,0.5
28,1,202005,2020,05,COVID,0.08032128514056225,0.24096385542168675,0.08835341365461848,0.1566265060240964,0.020080321285140562,0.0642570281124498,0.028112449799196786,0.008032128514056224,0.01606425702811245,0.0642570281124498,0.004016064257028112,0.012048192771084338,0.012048192771084338,0.20481927710843373,0.0,BATTERY,0.24096385542168675,0.09236947791164658,0.21285140562248997,2021,28,2020-05-01,16,0.5
