state_id,lag_months,mean_correlation,sd_correlation,n_communities,n_start_points
13,32,0.34090909090909094,0.40885033811503785,7.0,10.0
13,33,0.10227272727272729,0.11134044285378084,6.0,8.0
13,34,0.0,0.0,4.0,5.0
13,35,0.1,0.25,4.0,5.0
13,36,0.16666666666666666,0.23570226039551584,4.0,5.0
14,1,0.3847952997323313,0.24789512045991835,41.0,399.0
14,2,0.35923581174393654,0.2231569317940373,41.0,392.0
14,3,0.3377756867539611,0.20410593709526864,41.0,388.0
14,4,0.31060902231555126,0.20655327244259683,41.0,383.0
14,5,0.29311788211292245,0.20390059059019325,41.0,374.0
14,6,0.29720668720853644,0.20003206060892786,41.0,368.0
14,7,0.28304473690246174,0.18662616707593668,41.0,360.0
14,8,0.2757784227934804,0.1952893576194335,41.0,355.0
14,9,0.28298876353655894,0.19992112918305763,41.0,351.0
14,10,0.29784779245601817,0.22454669184681042,41.0,346.0
14,11,0.27943699971206826,0.18175651584399594,40.0,340.0
14,12,0.2364738732172416,0.15039797029745597,39.0,337.0
14,13,0.22911212932032124,0.15556715122928624,39.0,334.0
14,14,0.23766716460422596,0.2116535502233462,39.0,332.0
14,15,0.22273511029397564,0.23343788496541382,39.0,331.0
14,16,0.21875213904034135,0.185009280582162,39.0,325.0
14,17,0.2115367227641072,0.18602308077737767,39.0,318.0
14,18,0.18688620618291824,0.1869854847815567,38.0,311.0
14,19,0.1555732169296916,0.12120185121186755,38.0,302.0
14,20,0.1792285589090318,0.17334095987717665,38.0,286.0
14,21,0.20546697841349804,0.19362629891994068,38.0,273.0
14,22,0.18662031720206743,0.16054525905211245,38.0,263.0
14,23,0.18143247191669834,0.1869658276823831,38.0,254.0
14,24,0.1637360147733734,0.20920715381652044,38.0,248.0
14,25,0.10347369749631026,0.16556742887635298,38.0,239.0
14,26,0.11217922919591448,0.18173720639891833,38.0,228.0
14,27,0.14012442822850465,0.19509177908812653,37.0,215.0
14,28,0.10775002997465127,0.1590787018017738,35.0,198.0
14,29,0.08268190082390217,0.11781875459239737,35.0,188.0
14,30,0.0906712271465069,0.12674758178397033,35.0,177.0
14,31,0.1027824266919918,0.1344031602528328,35.0,167.0
14,32,0.0696380226120588,0.1446544892417669,34.0,150.0
14,33,0.10893883024116381,0.15664834916804632,33.0,141.0
14,34,0.11128975250367441,0.16922774127347157,32.0,133.0
14,35,0.09656084656084657,0.15827625834154582,31.0,126.0
14,36,0.12286868028393452,0.1918208578547929,31.0,118.0
15,1,0.04373381091144569,0.07519243372043989,44.0,142.0
15,2,0.07719246142934827,0.10121798177606887,44.0,142.0
15,3,0.07645048006874136,0.11043945223317425,44.0,142.0
15,4,0.03009802722752099,0.06399643580762442,43.0,141.0
15,5,0.03424948736760916,0.055786738173967385,43.0,141.0
15,6,0.041877237126554924,0.08032353899096566,43.0,139.0
15,7,0.02047831231036391,0.040023663569391604,43.0,139.0
15,8,0.0781456759563929,0.09650274777933167,43.0,139.0
15,9,0.04528184291587262,0.08668002173581342,43.0,137.0
15,10,0.05125395889763706,0.07105355015965253,42.0,135.0
15,11,0.08397432413857038,0.10758573720719607,42.0,134.0
15,12,0.04507992007992007,0.07275245493645544,42.0,132.0
15,13,0.03272898078932562,0.057998629541734154,42.0,132.0
15,14,0.027665043290043292,0.15657771873101956,42.0,132.0
15,15,0.014641608391608392,0.035876267540486874,42.0,132.0
15,16,0.035340531561461795,0.08937370187562971,42.0,129.0
15,17,0.022006276294659448,0.03660139992824764,42.0,128.0
15,18,0.01295432807269249,0.03057419382815323,42.0,123.0
15,19,0.04623362056687082,0.09509077639981572,41.0,118.0
15,20,0.02174707602339181,0.05832970371983181,41.0,114.0
15,21,0.026704545454545453,0.08664653455978209,41.0,110.0
15,22,0.015186915887850467,0.06956967029094102,41.0,107.0
15,23,0.020041608876560334,0.04302377594037101,41.0,103.0
15,24,0.014455782312925169,0.05581204148173557,40.0,98.0
15,25,0.02520651117589893,0.05904704516194787,40.0,98.0
15,26,0.005319148936170213,0.039528470752104736,40.0,94.0
15,27,0.02374551971326165,0.04891586401298409,40.0,93.0
15,28,0.0027472527472527475,0.013176156917368244,40.0,91.0
15,29,0.004518072289156626,0.019764235376052368,40.0,83.0
15,30,0.018459915611814346,0.02479296489152035,39.0,79.0
15,31,0.017777777777777778,0.0865254489730429,37.0,75.0
15,32,0.025879917184265012,0.08384198505551906,36.0,69.0
15,33,0.05126262626262626,0.19829690365240857,35.0,66.0
15,34,0.018817204301075266,0.0901477078441289,34.0,62.0
15,35,0.05138888888888889,0.13521011831322427,33.0,60.0
15,36,0.026785714285714284,0.1950754609987401,32.0,56.0
16,1,0.17777883091381527,0.14065907770177824,48.0,268.0
16,2,0.11481226108592196,0.10534808342193656,48.0,268.0
16,3,0.1460034973969448,0.1342466082124094,48.0,268.0
16,4,0.11013617089875177,0.09721823661653085,48.0,268.0
16,5,0.13274239389928952,0.12126302945156174,48.0,268.0
16,6,0.1249778699672946,0.12089051175413087,48.0,268.0
16,7,0.14332724593254723,0.12056150781909616,48.0,267.0
16,8,0.12668904546049992,0.1059456096897555,48.0,267.0
16,9,0.09444030168954007,0.09646387920348244,48.0,267.0
16,10,0.10438685274831576,0.12558562726580258,48.0,267.0
16,11,0.07130123693381017,0.07002876291935214,48.0,266.0
16,12,0.09647947016386318,0.09392003517734435,48.0,265.0
16,13,0.06747711787476975,0.06414894584665609,48.0,265.0
16,14,0.07880084462820551,0.08163513785544121,48.0,264.0
16,15,0.08479964967117307,0.07234896171353004,48.0,264.0
16,16,0.06401574029947374,0.07505572757103772,48.0,264.0
16,17,0.051520972762477225,0.05024290198522725,48.0,263.0
16,18,0.06824587608256334,0.06763646628466251,48.0,261.0
16,19,0.06412964143265473,0.09171565389093868,48.0,259.0
16,20,0.0511883608644372,0.06372144492493398,48.0,255.0
16,21,0.046579562506472216,0.07061101583511284,48.0,251.0
16,22,0.05100061500206861,0.05977434404038702,48.0,246.0
16,23,0.05479615920035697,0.0568600931488873,48.0,245.0
16,24,0.04689041050246568,0.07030772147723124,48.0,244.0
16,25,0.036127288091370884,0.054207447639582955,48.0,244.0
16,26,0.01814503233445987,0.0308063744515719,48.0,242.0
16,27,0.03865571419108031,0.07829576358252045,48.0,239.0
16,28,0.05156289305818817,0.08032798473167217,48.0,237.0
16,29,0.0316500151817133,0.05513641616394342,47.0,233.0
16,30,0.026237850631443304,0.051332240293047116,46.0,230.0
16,31,0.010585860457867685,0.024950513641476452,46.0,229.0
16,32,0.043071532566176254,0.058856741033764856,46.0,226.0
16,33,0.031186484389627997,0.057648672871926064,46.0,221.0
16,34,0.024144246956746957,0.08439632669538785,46.0,216.0
16,35,0.03974552436812062,0.06611646777714862,45.0,213.0
16,36,0.048874129944222244,0.09419915384967378,45.0,211.0
17,1,0.3967829601251743,0.2220711780875156,44.0,790.0
17,2,0.3768079378715275,0.21172989258853303,44.0,778.0
17,3,0.35994212425610167,0.21997958321832034,44.0,767.0
17,4,0.3497334920264119,0.21897024761550193,44.0,757.0
17,5,0.3440742137927821,0.22242739893675373,44.0,743.0
17,6,0.3302769811692215,0.21303969863185124,44.0,731.0
17,7,0.3402376102415259,0.21258925073610108,44.0,718.0
17,8,0.3406451245739083,0.20512964677734283,44.0,705.0
17,9,0.31416042683485135,0.19963996672226805,44.0,692.0
17,10,0.34130422561197205,0.21844162088602062,44.0,681.0
17,11,0.34209759536216255,0.20933154539429172,44.0,675.0
17,12,0.3333520880167223,0.20911844959628056,44.0,666.0
17,13,0.3346723396562599,0.2116936679004115,44.0,649.0
17,14,0.31731408981755777,0.21548933771630335,44.0,628.0
17,15,0.3338394476297868,0.21082805266075688,44.0,611.0
17,16,0.3135327235107101,0.21300927516875068,44.0,593.0
17,17,0.3233442473051207,0.22062735763009622,44.0,577.0
17,18,0.32547584849020245,0.2247774370503789,44.0,565.0
17,19,0.3300675498950903,0.22745212618896693,44.0,558.0
17,20,0.3259825337372172,0.22690270894483322,44.0,549.0
17,21,0.3510166628365814,0.22539415436919333,44.0,539.0
17,22,0.3502897357417397,0.23967773583205051,44.0,525.0
17,23,0.3289927061210016,0.2515548116974169,44.0,513.0
17,24,0.34016477164109465,0.2606107151116079,42.0,501.0
17,25,0.32330673620262446,0.2347898296903151,42.0,489.0
17,26,0.3308606591587853,0.24468673543267444,42.0,478.0
17,27,0.3405333462995531,0.24788359957785605,42.0,467.0
17,28,0.3172479438608335,0.22413935542765195,42.0,458.0
17,29,0.31650712231631584,0.26926495665004824,42.0,450.0
17,30,0.30416948880665606,0.22809266390731386,42.0,446.0
17,31,0.3132494087615829,0.22929007200368218,42.0,439.0
17,32,0.30758728679678066,0.2218880680519244,42.0,429.0
17,33,0.3339000865430398,0.24546351326454158,42.0,423.0
17,34,0.2792971869285072,0.23699600714912253,42.0,412.0
17,35,0.2895739772673465,0.2428173315405754,42.0,397.0
17,36,0.28401013512785883,0.25014137411846116,42.0,380.0
18,1,0.18969880119851099,0.16118669360594767,49.0,400.0
18,2,0.1743559659308859,0.13335030321534616,48.0,397.0
18,3,0.1456648498619021,0.11422074070213549,48.0,391.0
18,4,0.13010705822262963,0.10035530587462593,48.0,386.0
18,5,0.13918109632031414,0.1098459358663616,48.0,383.0
18,6,0.10625845404180982,0.09405697757063153,48.0,375.0
18,7,0.14272544754878375,0.1186849091370507,48.0,369.0
18,8,0.11230809697900629,0.10385598341759238,48.0,366.0
18,9,0.12800227064558015,0.0947161586195385,48.0,362.0
18,10,0.13969670244224916,0.10892362349373753,48.0,351.0
18,11,0.14067262925140772,0.10359757291054719,48.0,347.0
18,12,0.13028747929035425,0.0942412682049217,48.0,343.0
18,13,0.10339987477850131,0.09246816631332921,48.0,342.0
18,14,0.13113280971988722,0.0997886241854377,48.0,341.0
18,15,0.10216683133170924,0.09620701987246497,48.0,337.0
18,16,0.10386975530653396,0.09426551814704702,47.0,330.0
18,17,0.0929923647313161,0.07485561266477064,46.0,327.0
18,18,0.10519771450236219,0.1292383793847532,46.0,323.0
18,19,0.11294166239972607,0.0856116491179074,46.0,315.0
18,20,0.12428468090695893,0.11560669891871442,46.0,308.0
18,21,0.13438763930994246,0.14179198552017908,45.0,297.0
18,22,0.12095530252704947,0.11509339147518448,45.0,291.0
18,23,0.11501055767775886,0.1284075783979467,43.0,286.0
18,24,0.10698967571272648,0.14068247281271296,43.0,283.0
18,25,0.09352865535072415,0.09106152216244959,43.0,276.0
18,26,0.08805669267067116,0.09015975554029688,43.0,267.0
18,27,0.10489052158681575,0.11088531040174433,43.0,262.0
18,28,0.08168873143092698,0.09887200913081724,43.0,253.0
18,29,0.132559198770095,0.14233852000446418,43.0,242.0
18,30,0.12338710624770774,0.1225007742635838,43.0,232.0
18,31,0.10329650337790745,0.1315883939777756,42.0,220.0
18,32,0.1450067133010723,0.18672200476683282,42.0,216.0
18,33,0.09492761297303029,0.10718776554037386,41.0,208.0
18,34,0.12259763920670434,0.15686778560798137,41.0,200.0
18,35,0.10369608047239627,0.16345382640313913,41.0,190.0
18,36,0.128442745722628,0.1645613258053895,41.0,182.0
