state_id,lag_months,mean_correlation,sd_correlation,n_communities,n_start_points
13,8,0.19743354290811868,0.2425486222054609,33.0,107.0
13,9,0.1863696945999854,0.2838363568771452,33.0,101.0
13,10,0.15645558321080144,0.2075520481420663,33.0,93.0
13,11,0.15862195950072563,0.19694884494518683,32.0,82.0
13,12,0.2061759512417407,0.27277572520414906,31.0,76.0
13,13,0.16446053946053943,0.2865375368689667,30.0,65.0
13,14,0.1157852564102564,0.22267465295443054,26.0,52.0
13,15,0.07164634146341463,0.1279011869543775,22.0,41.0
13,16,0.15219907407407407,0.2850801080212684,21.0,36.0
13,17,0.090625,0.1947332858850252,20.0,32.0
13,18,0.08928571428571429,0.31588083473738304,19.0,28.0
13,19,0.1346153846153846,0.34831527300961795,17.0,26.0
13,20,0.1282051282051282,0.33910445303086106,17.0,26.0
13,21,0.23434898434898435,0.33739552081056035,17.0,26.0
13,22,0.1461038961038961,0.22379685881085426,15.0,22.0
13,23,0.12727272727272726,0.3727016876772321,13.0,20.0
13,24,0.11363636363636363,0.3202999158025341,11.0,18.0
13,25,0.18037518037518038,0.30581338502690486,11.0,18.0
13,26,0.2617694805194805,0.3485453417420594,9.0,16.0
13,27,0.4437229437229437,0.4609374888332556,8.0,15.0
13,28,0.13986013986013987,0.2304966149259591,8.0,13.0
13,29,0.353030303030303,0.4464671766070662,8.0,12.0
13,30,0.3878787878787879,0.41651276181601926,8.0,12.0
13,31,0.23719008264462813,0.23853481657200595,7.0,11.0
