Community,Period,state_id,n_months,period_total_months,state_share
44,Pre-COVID,0,7,24,0.2916666666666667
44,Pre-COVID,6,2,24,0.08333333333333333
44,Pre-COVID,7,1,24,0.041666666666666664
44,Pre-COVID,9,9,24,0.375
44,Pre-COVID,16,5,24,0.20833333333333334
45,COVID,0,12,24,0.5
45,COVID,4,1,24,0.041666666666666664
45,COVID,7,1,24,0.041666666666666664
45,COVID,8,5,24,0.20833333333333334
45,COVID,9,1,24,0.041666666666666664
45,COVID,10,1,24,0.041666666666666664
45,COVID,14,3,24,0.125
45,Post-COVID,0,14,24,0.5833333333333334
45,Post-COVID,5,2,24,0.08333333333333333
45,Post-COVID,8,3,24,0.125
45,Post-COVID,13,4,24,0.16666666666666666
45,Post-COVID,14,1,24,0.041666666666666664
45,Pre-COVID,0,9,24,0.375
45,Pre-COVID,7,1,24,0.041666666666666664
45,Pre-COVID,9,12,24,0.5
45,Pre-COVID,10,1,24,0.041666666666666664
45,Pre-COVID,16,1,24,0.041666666666666664
46,COVID,0,3,24,0.125
46,COVID,3,3,24,0.125
46,COVID,4,2,24,0.08333333333333333
46,COVID,8,2,24,0.08333333333333333
46,COVID,9,3,24,0.125
46,COVID,10,3,24,0.125
46,COVID,14,7,24,0.2916666666666667
46,COVID,15,1,24,0.041666666666666664
46,Post-COVID,0,6,24,0.25
46,Post-COVID,3,1,24,0.041666666666666664
46,Post-COVID,4,1,24,0.041666666666666664
46,Post-COVID,8,13,24,0.5416666666666666
46,Post-COVID,14,3,24,0.125
46,Pre-COVID,0,10,24,0.4166666666666667
46,Pre-COVID,9,13,24,0.5416666666666666
46,Pre-COVID,11,1,24,0.041666666666666664
47,COVID,0,10,24,0.4166666666666667
47,COVID,3,1,24,0.041666666666666664
47,COVID,4,1,24,0.041666666666666664
47,COVID,5,1,24,0.041666666666666664
47,COVID,7,1,24,0.041666666666666664
47,COVID,8,5,24,0.20833333333333334
47,COVID,9,1,24,0.041666666666666664
47,COVID,13,1,24,0.041666666666666664
47,COVID,14,3,24,0.125
47,Post-COVID,0,2,24,0.08333333333333333
47,Post-COVID,2,1,24,0.041666666666666664
47,Post-COVID,4,1,24,0.041666666666666664
47,Post-COVID,5,3,24,0.125
47,Post-COVID,8,9,24,0.375
47,Post-COVID,13,3,24,0.125
47,Post-COVID,14,3,24,0.125
47,Post-COVID,17,2,24,0.08333333333333333
47,Pre-COVID,0,3,24,0.125
47,Pre-COVID,3,2,24,0.08333333333333333
47,Pre-COVID,6,3,24,0.125
47,Pre-COVID,9,9,24,0.375
47,Pre-COVID,11,4,24,0.16666666666666666
47,Pre-COVID,14,3,24,0.125
48,COVID,0,14,24,0.5833333333333334
48,COVID,4,2,24,0.08333333333333333
48,COVID,5,2,24,0.08333333333333333
48,COVID,8,3,24,0.125
48,COVID,13,1,24,0.041666666666666664
48,COVID,14,1,24,0.041666666666666664
48,COVID,16,1,24,0.041666666666666664
48,Post-COVID,0,12,24,0.5
48,Post-COVID,5,2,24,0.08333333333333333
48,Post-COVID,8,3,24,0.125
48,Post-COVID,13,6,24,0.25
48,Post-COVID,15,1,24,0.041666666666666664
48,Pre-COVID,0,12,24,0.5
48,Pre-COVID,3,1,24,0.041666666666666664
48,Pre-COVID,7,1,24,0.041666666666666664
48,Pre-COVID,9,5,24,0.20833333333333334
48,Pre-COVID,10,2,24,0.08333333333333333
48,Pre-COVID,11,1,24,0.041666666666666664
48,Pre-COVID,16,2,24,0.08333333333333333
49,COVID,0,5,24,0.20833333333333334
49,COVID,3,4,24,0.16666666666666666
49,COVID,9,3,24,0.125
49,COVID,14,12,24,0.5
49,Post-COVID,0,4,24,0.16666666666666666
49,Post-COVID,8,15,24,0.625
49,Post-COVID,14,5,24,0.20833333333333334
49,Pre-COVID,0,3,24,0.125
49,Pre-COVID,9,21,24,0.875
5,COVID,0,5,24,0.20833333333333334
5,COVID,1,3,24,0.125
5,COVID,2,1,24,0.041666666666666664
5,COVID,6,1,24,0.041666666666666664
5,COVID,12,3,24,0.125
5,COVID,17,11,24,0.4583333333333333
5,Post-COVID,0,4,24,0.16666666666666666
5,Post-COVID,5,2,24,0.08333333333333333
5,Post-COVID,12,7,24,0.2916666666666667
5,Post-COVID,17,11,24,0.4583333333333333
5,Pre-COVID,0,5,24,0.20833333333333334
5,Pre-COVID,1,8,24,0.3333333333333333
5,Pre-COVID,12,2,24,0.08333333333333333
5,Pre-COVID,17,9,24,0.375
50,COVID,0,11,24,0.4583333333333333
50,COVID,4,1,24,0.041666666666666664
50,COVID,5,1,24,0.041666666666666664
50,COVID,6,1,24,0.041666666666666664
50,COVID,7,1,24,0.041666666666666664
50,COVID,8,2,24,0.08333333333333333
50,COVID,9,3,24,0.125
50,COVID,10,1,24,0.041666666666666664
50,COVID,14,1,24,0.041666666666666664
50,COVID,15,2,24,0.08333333333333333
50,Post-COVID,0,14,24,0.5833333333333334
50,Post-COVID,3,1,24,0.041666666666666664
50,Post-COVID,5,3,24,0.125
50,Post-COVID,8,4,24,0.16666666666666666
50,Post-COVID,9,1,24,0.041666666666666664
50,Post-COVID,14,1,24,0.041666666666666664
50,Pre-COVID,0,3,24,0.125
50,Pre-COVID,6,6,24,0.25
50,Pre-COVID,7,4,24,0.16666666666666666
50,Pre-COVID,9,9,24,0.375
50,Pre-COVID,16,2,24,0.08333333333333333
51,COVID,0,8,24,0.3333333333333333
51,COVID,4,4,24,0.16666666666666666
51,COVID,5,4,24,0.16666666666666666
51,COVID,9,4,24,0.16666666666666666
51,COVID,14,2,24,0.08333333333333333
51,COVID,15,2,24,0.08333333333333333
51,Post-COVID,0,12,24,0.5
51,Post-COVID,4,2,24,0.08333333333333333
51,Post-COVID,8,5,24,0.20833333333333334
51,Post-COVID,13,3,24,0.125
51,Post-COVID,14,1,24,0.041666666666666664
51,Post-COVID,15,1,24,0.041666666666666664
51,Pre-COVID,0,12,24,0.5
51,Pre-COVID,6,1,24,0.041666666666666664
51,Pre-COVID,7,3,24,0.125
51,Pre-COVID,9,3,24,0.125
51,Pre-COVID,16,5,24,0.20833333333333334
52,COVID,0,10,24,0.4166666666666667
52,COVID,3,1,24,0.041666666666666664
52,COVID,4,2,24,0.08333333333333333
52,COVID,7,2,24,0.08333333333333333
52,COVID,8,1,24,0.041666666666666664
52,COVID,9,2,24,0.08333333333333333
52,COVID,10,2,24,0.08333333333333333
52,COVID,14,2,24,0.08333333333333333
52,COVID,15,1,24,0.041666666666666664
52,COVID,18,1,24,0.041666666666666664
52,Post-COVID,0,13,24,0.5416666666666666
52,Post-COVID,4,2,24,0.08333333333333333
52,Post-COVID,7,2,24,0.08333333333333333
52,Post-COVID,8,3,24,0.125
52,Post-COVID,13,1,24,0.041666666666666664
52,Post-COVID,14,2,24,0.08333333333333333
52,Post-COVID,15,1,24,0.041666666666666664
52,Pre-COVID,0,4,24,0.16666666666666666
52,Pre-COVID,3,4,24,0.16666666666666666
52,Pre-COVID,4,1,24,0.041666666666666664
52,Pre-COVID,9,10,24,0.4166666666666667
52,Pre-COVID,10,1,24,0.041666666666666664
52,Pre-COVID,11,1,24,0.041666666666666664
52,Pre-COVID,14,2,24,0.08333333333333333
52,Pre-COVID,15,1,24,0.041666666666666664
53,COVID,0,4,24,0.16666666666666666
53,COVID,3,6,24,0.25
53,COVID,7,1,24,0.041666666666666664
53,COVID,8,1,24,0.041666666666666664
53,COVID,9,3,24,0.125
53,COVID,14,9,24,0.375
53,Post-COVID,0,9,24,0.375
53,Post-COVID,3,1,24,0.041666666666666664
53,Post-COVID,8,10,24,0.4166666666666667
53,Post-COVID,13,1,24,0.041666666666666664
53,Post-COVID,14,3,24,0.125
53,Pre-COVID,0,5,24,0.20833333333333334
53,Pre-COVID,3,1,24,0.041666666666666664
53,Pre-COVID,9,18,24,0.75
54,COVID,0,6,24,0.25
54,COVID,3,4,24,0.16666666666666666
54,COVID,8,6,24,0.25
54,COVID,9,1,24,0.041666666666666664
54,COVID,14,7,24,0.2916666666666667
54,Post-COVID,0,7,24,0.2916666666666667
54,Post-COVID,8,14,24,0.5833333333333334
54,Post-COVID,14,3,24,0.125
54,Pre-COVID,0,11,24,0.4583333333333333
54,Pre-COVID,3,2,24,0.08333333333333333
54,Pre-COVID,9,4,24,0.16666666666666666
54,Pre-COVID,10,1,24,0.041666666666666664
54,Pre-COVID,11,3,24,0.125
54,Pre-COVID,14,3,24,0.125
55,COVID,0,8,24,0.3333333333333333
55,COVID,2,2,24,0.08333333333333333
55,COVID,5,2,24,0.08333333333333333
55,COVID,6,1,24,0.041666666666666664
55,COVID,7,2,24,0.08333333333333333
55,COVID,8,1,24,0.041666666666666664
55,COVID,12,1,24,0.041666666666666664
55,COVID,14,2,24,0.08333333333333333
55,COVID,16,2,24,0.08333333333333333
55,COVID,17,1,24,0.041666666666666664
55,COVID,18,2,24,0.08333333333333333
55,Post-COVID,0,8,24,0.3333333333333333
55,Post-COVID,5,6,24,0.25
55,Post-COVID,7,1,24,0.041666666666666664
55,Post-COVID,8,4,24,0.16666666666666666
55,Post-COVID,13,1,24,0.041666666666666664
55,Post-COVID,17,1,24,0.041666666666666664
55,Post-COVID,18,3,24,0.125
55,Pre-COVID,0,9,24,0.375
55,Pre-COVID,2,1,24,0.041666666666666664
55,Pre-COVID,4,1,24,0.041666666666666664
55,Pre-COVID,5,1,24,0.041666666666666664
55,Pre-COVID,6,4,24,0.16666666666666666
55,Pre-COVID,7,1,24,0.041666666666666664
55,Pre-COVID,9,5,24,0.20833333333333334
55,Pre-COVID,14,1,24,0.041666666666666664
55,Pre-COVID,18,1,24,0.041666666666666664
56,COVID,0,12,24,0.5
56,COVID,2,2,24,0.08333333333333333
56,COVID,6,5,24,0.20833333333333334
56,COVID,9,1,24,0.041666666666666664
56,COVID,16,1,24,0.041666666666666664
56,COVID,17,2,24,0.08333333333333333
56,COVID,18,1,24,0.041666666666666664
56,Post-COVID,0,6,24,0.25
56,Post-COVID,2,2,24,0.08333333333333333
56,Post-COVID,5,12,24,0.5
56,Post-COVID,6,1,24,0.041666666666666664
56,Post-COVID,17,2,24,0.08333333333333333
56,Post-COVID,18,1,24,0.041666666666666664
56,Pre-COVID,0,3,24,0.125
56,Pre-COVID,2,3,24,0.125
56,Pre-COVID,6,10,24,0.4166666666666667
56,Pre-COVID,16,6,24,0.25
56,Pre-COVID,17,2,24,0.08333333333333333
57,COVID,0,8,24,0.3333333333333333
57,COVID,2,3,24,0.125
57,COVID,4,2,24,0.08333333333333333
57,COVID,5,2,24,0.08333333333333333
57,COVID,7,1,24,0.041666666666666664
57,COVID,13,2,24,0.08333333333333333
57,COVID,15,1,24,0.041666666666666664
57,COVID,16,1,24,0.041666666666666664
57,COVID,17,3,24,0.125
57,COVID,18,1,24,0.041666666666666664
57,Post-COVID,0,10,24,0.4166666666666667
57,Post-COVID,2,1,24,0.041666666666666664
57,Post-COVID,5,8,24,0.3333333333333333
57,Post-COVID,8,1,24,0.041666666666666664
57,Post-COVID,13,2,24,0.08333333333333333
57,Post-COVID,18,2,24,0.08333333333333333
57,Pre-COVID,0,9,24,0.375
57,Pre-COVID,4,1,24,0.041666666666666664
57,Pre-COVID,5,3,24,0.125
57,Pre-COVID,6,5,24,0.20833333333333334
57,Pre-COVID,7,1,24,0.041666666666666664
57,Pre-COVID,12,2,24,0.08333333333333333
57,Pre-COVID,16,2,24,0.08333333333333333
57,Pre-COVID,18,1,24,0.041666666666666664
58,COVID,0,9,24,0.375
58,COVID,3,1,24,0.041666666666666664
58,COVID,4,1,24,0.041666666666666664
58,COVID,5,1,24,0.041666666666666664
58,COVID,7,1,24,0.041666666666666664
58,COVID,8,1,24,0.041666666666666664
58,COVID,9,3,24,0.125
58,COVID,14,5,24,0.20833333333333334
58,COVID,15,2,24,0.08333333333333333
58,Post-COVID,0,13,24,0.5416666666666666
58,Post-COVID,4,3,24,0.125
58,Post-COVID,5,1,24,0.041666666666666664
58,Post-COVID,8,4,24,0.16666666666666666
58,Post-COVID,14,1,24,0.041666666666666664
58,Post-COVID,15,2,24,0.08333333333333333
58,Pre-COVID,0,8,24,0.3333333333333333
58,Pre-COVID,3,4,24,0.16666666666666666
58,Pre-COVID,7,3,24,0.125
58,Pre-COVID,9,7,24,0.2916666666666667
58,Pre-COVID,10,1,24,0.041666666666666664
58,Pre-COVID,14,1,24,0.041666666666666664
59,COVID,0,7,24,0.2916666666666667
59,COVID,2,1,24,0.041666666666666664
59,COVID,3,1,24,0.041666666666666664
59,COVID,5,1,24,0.041666666666666664
59,COVID,7,1,24,0.041666666666666664
59,COVID,8,1,24,0.041666666666666664
59,COVID,9,1,24,0.041666666666666664
59,COVID,10,3,24,0.125
59,COVID,15,1,24,0.041666666666666664
59,COVID,16,2,24,0.08333333333333333
59,COVID,17,1,24,0.041666666666666664
59,COVID,18,4,24,0.16666666666666666
59,Post-COVID,0,11,24,0.4583333333333333
59,Post-COVID,2,1,24,0.041666666666666664
59,Post-COVID,5,7,24,0.2916666666666667
59,Post-COVID,10,1,24,0.041666666666666664
59,Post-COVID,13,2,24,0.08333333333333333
59,Post-COVID,14,1,24,0.041666666666666664
59,Post-COVID,18,1,24,0.041666666666666664
59,Pre-COVID,0,7,24,0.2916666666666667
59,Pre-COVID,2,3,24,0.125
59,Pre-COVID,3,1,24,0.041666666666666664
59,Pre-COVID,5,1,24,0.041666666666666664
59,Pre-COVID,6,2,24,0.08333333333333333
59,Pre-COVID,7,1,24,0.041666666666666664
59,Pre-COVID,9,1,24,0.041666666666666664
59,Pre-COVID,16,4,24,0.16666666666666666
59,Pre-COVID,17,3,24,0.125
59,Pre-COVID,18,1,24,0.041666666666666664
6,COVID,0,4,24,0.16666666666666666
6,COVID,12,4,24,0.16666666666666666
6,COVID,17,16,24,0.6666666666666666
6,Post-COVID,0,4,24,0.16666666666666666
6,Post-COVID,12,10,24,0.4166666666666667
6,Post-COVID,17,10,24,0.4166666666666667
6,Pre-COVID,0,10,24,0.4166666666666667
6,Pre-COVID,1,8,24,0.3333333333333333
6,Pre-COVID,17,6,24,0.25
60,COVID,0,7,24,0.2916666666666667
60,COVID,2,4,24,0.16666666666666666
60,COVID,5,2,24,0.08333333333333333
60,COVID,6,2,24,0.08333333333333333
60,COVID,7,2,24,0.08333333333333333
60,COVID,10,1,24,0.041666666666666664
60,COVID,15,2,24,0.08333333333333333
60,COVID,16,1,24,0.041666666666666664
60,COVID,17,1,24,0.041666666666666664
60,COVID,18,2,24,0.08333333333333333
60,Post-COVID,0,15,24,0.625
60,Post-COVID,5,6,24,0.25
60,Post-COVID,17,1,24,0.041666666666666664
60,Post-COVID,18,2,24,0.08333333333333333
60,Pre-COVID,0,8,24,0.3333333333333333
60,Pre-COVID,2,4,24,0.16666666666666666
60,Pre-COVID,6,7,24,0.2916666666666667
60,Pre-COVID,9,1,24,0.041666666666666664
60,Pre-COVID,16,2,24,0.08333333333333333
60,Pre-COVID,18,2,24,0.08333333333333333
61,COVID,0,5,24,0.20833333333333334
61,COVID,3,6,24,0.25
61,COVID,4,1,24,0.041666666666666664
61,COVID,9,6,24,0.25
61,COVID,14,6,24,0.25
61,Post-COVID,0,7,24,0.2916666666666667
61,Post-COVID,3,1,24,0.041666666666666664
61,Post-COVID,4,2,24,0.08333333333333333
61,Post-COVID,8,8,24,0.3333333333333333
61,Post-COVID,9,2,24,0.08333333333333333
61,Post-COVID,14,4,24,0.16666666666666666
61,Pre-COVID,0,2,24,0.08333333333333333
61,Pre-COVID,7,1,24,0.041666666666666664
61,Pre-COVID,9,19,24,0.7916666666666666
61,Pre-COVID,16,2,24,0.08333333333333333
62,COVID,0,12,24,0.5
62,COVID,2,1,24,0.041666666666666664
62,COVID,5,1,24,0.041666666666666664
62,COVID,7,1,24,0.041666666666666664
62,COVID,8,2,24,0.08333333333333333
62,COVID,9,3,24,0.125
62,COVID,16,1,24,0.041666666666666664
62,COVID,17,1,24,0.041666666666666664
62,COVID,18,2,24,0.08333333333333333
62,Post-COVID,0,15,24,0.625
62,Post-COVID,5,8,24,0.3333333333333333
62,Post-COVID,9,1,24,0.041666666666666664
62,Pre-COVID,0,10,24,0.4166666666666667
62,Pre-COVID,6,3,24,0.125
62,Pre-COVID,7,1,24,0.041666666666666664
62,Pre-COVID,8,1,24,0.041666666666666664
62,Pre-COVID,9,2,24,0.08333333333333333
62,Pre-COVID,15,1,24,0.041666666666666664
62,Pre-COVID,16,5,24,0.20833333333333334
62,Pre-COVID,17,1,24,0.041666666666666664
63,COVID,0,6,24,0.25
63,COVID,3,2,24,0.08333333333333333
63,COVID,4,1,24,0.041666666666666664
63,COVID,5,1,24,0.041666666666666664
63,COVID,7,3,24,0.125
63,COVID,8,1,24,0.041666666666666664
63,COVID,9,4,24,0.16666666666666666
63,COVID,10,4,24,0.16666666666666666
63,COVID,14,2,24,0.08333333333333333
63,Post-COVID,0,13,24,0.5416666666666666
63,Post-COVID,4,3,24,0.125
63,Post-COVID,8,2,24,0.08333333333333333
63,Post-COVID,13,1,24,0.041666666666666664
63,Post-COVID,14,2,24,0.08333333333333333
63,Post-COVID,15,2,24,0.08333333333333333
63,Post-COVID,18,1,24,0.041666666666666664
63,Pre-COVID,0,8,24,0.3333333333333333
63,Pre-COVID,3,1,24,0.041666666666666664
63,Pre-COVID,7,2,24,0.08333333333333333
63,Pre-COVID,9,11,24,0.4583333333333333
63,Pre-COVID,10,1,24,0.041666666666666664
63,Pre-COVID,15,1,24,0.041666666666666664
64,COVID,0,7,24,0.2916666666666667
64,COVID,2,1,24,0.041666666666666664
64,COVID,5,3,24,0.125
64,COVID,6,1,24,0.041666666666666664
64,COVID,7,4,24,0.16666666666666666
64,COVID,9,2,24,0.08333333333333333
64,COVID,16,2,24,0.08333333333333333
64,COVID,17,2,24,0.08333333333333333
64,COVID,18,2,24,0.08333333333333333
64,Post-COVID,0,6,24,0.25
64,Post-COVID,2,1,24,0.041666666666666664
64,Post-COVID,5,13,24,0.5416666666666666
64,Post-COVID,7,1,24,0.041666666666666664
64,Post-COVID,12,1,24,0.041666666666666664
64,Post-COVID,17,1,24,0.041666666666666664
64,Post-COVID,18,1,24,0.041666666666666664
64,Pre-COVID,0,11,24,0.4583333333333333
64,Pre-COVID,2,3,24,0.125
64,Pre-COVID,5,1,24,0.041666666666666664
64,Pre-COVID,6,5,24,0.20833333333333334
64,Pre-COVID,7,1,24,0.041666666666666664
64,Pre-COVID,16,1,24,0.041666666666666664
64,Pre-COVID,17,1,24,0.041666666666666664
64,Pre-COVID,18,1,24,0.041666666666666664
65,COVID,0,8,24,0.3333333333333333
65,COVID,2,2,24,0.08333333333333333
65,COVID,4,1,24,0.041666666666666664
65,COVID,5,5,24,0.20833333333333334
65,COVID,15,1,24,0.041666666666666664
65,COVID,17,1,24,0.041666666666666664
65,COVID,18,6,24,0.25
65,Post-COVID,0,7,24,0.2916666666666667
65,Post-COVID,5,13,24,0.5416666666666666
65,Post-COVID,7,1,24,0.041666666666666664
65,Post-COVID,13,1,24,0.041666666666666664
65,Post-COVID,18,2,24,0.08333333333333333
65,Pre-COVID,0,8,24,0.3333333333333333
65,Pre-COVID,2,5,24,0.20833333333333334
65,Pre-COVID,5,1,24,0.041666666666666664
65,Pre-COVID,6,4,24,0.16666666666666666
65,Pre-COVID,7,1,24,0.041666666666666664
65,Pre-COVID,16,2,24,0.08333333333333333
65,Pre-COVID,18,3,24,0.125
66,COVID,0,6,24,0.25
66,COVID,3,3,24,0.125
66,COVID,4,1,24,0.041666666666666664
66,COVID,7,1,24,0.041666666666666664
66,COVID,8,1,24,0.041666666666666664
66,COVID,9,5,24,0.20833333333333334
66,COVID,14,7,24,0.2916666666666667
66,Post-COVID,0,9,24,0.375
66,Post-COVID,4,1,24,0.041666666666666664
66,Post-COVID,8,8,24,0.3333333333333333
66,Post-COVID,14,4,24,0.16666666666666666
66,Post-COVID,15,2,24,0.08333333333333333
66,Pre-COVID,0,8,24,0.3333333333333333
66,Pre-COVID,7,3,24,0.125
66,Pre-COVID,9,12,24,0.5
66,Pre-COVID,10,1,24,0.041666666666666664
67,COVID,0,2,24,0.08333333333333333
67,COVID,3,9,24,0.375
67,COVID,9,6,24,0.25
67,COVID,14,7,24,0.2916666666666667
67,Post-COVID,0,8,24,0.3333333333333333
67,Post-COVID,3,3,24,0.125
67,Post-COVID,8,3,24,0.125
67,Post-COVID,14,10,24,0.4166666666666667
67,Pre-COVID,0,13,24,0.5416666666666666
67,Pre-COVID,9,8,24,0.3333333333333333
67,Pre-COVID,11,3,24,0.125
68,COVID,0,2,24,0.08333333333333333
68,COVID,3,7,24,0.2916666666666667
68,COVID,9,5,24,0.20833333333333334
68,COVID,11,1,24,0.041666666666666664
68,COVID,14,9,24,0.375
68,Post-COVID,0,10,24,0.4166666666666667
68,Post-COVID,8,7,24,0.2916666666666667
68,Post-COVID,14,7,24,0.2916666666666667
68,Pre-COVID,0,16,24,0.6666666666666666
68,Pre-COVID,9,5,24,0.20833333333333334
68,Pre-COVID,11,3,24,0.125
69,COVID,0,7,24,0.2916666666666667
69,COVID,4,1,24,0.041666666666666664
69,COVID,8,1,24,0.041666666666666664
69,COVID,9,2,24,0.08333333333333333
69,COVID,14,13,24,0.5416666666666666
69,Post-COVID,0,4,24,0.16666666666666666
69,Post-COVID,8,18,24,0.75
69,Post-COVID,14,2,24,0.08333333333333333
69,Pre-COVID,0,9,24,0.375
69,Pre-COVID,3,2,24,0.08333333333333333
69,Pre-COVID,9,12,24,0.5
69,Pre-COVID,11,1,24,0.041666666666666664
7,COVID,0,2,24,0.08333333333333333
7,COVID,1,1,24,0.041666666666666664
7,COVID,12,12,24,0.5
7,COVID,17,9,24,0.375
7,Post-COVID,0,3,24,0.125
7,Post-COVID,12,16,24,0.6666666666666666
7,Post-COVID,17,5,24,0.20833333333333334
7,Pre-COVID,0,6,24,0.25
7,Pre-COVID,1,6,24,0.25
7,Pre-COVID,17,12,24,0.5
70,COVID,0,11,24,0.4583333333333333
70,COVID,4,1,24,0.041666666666666664
70,COVID,5,5,24,0.20833333333333334
70,COVID,7,4,24,0.16666666666666666
70,COVID,15,1,24,0.041666666666666664
70,COVID,18,2,24,0.08333333333333333
70,Post-COVID,0,9,24,0.375
70,Post-COVID,5,9,24,0.375
70,Post-COVID,10,1,24,0.041666666666666664
70,Post-COVID,13,4,24,0.16666666666666666
70,Post-COVID,18,1,24,0.041666666666666664
70,Pre-COVID,0,11,24,0.4583333333333333
70,Pre-COVID,2,2,24,0.08333333333333333
70,Pre-COVID,5,1,24,0.041666666666666664
70,Pre-COVID,6,1,24,0.041666666666666664
70,Pre-COVID,7,4,24,0.16666666666666666
70,Pre-COVID,16,1,24,0.041666666666666664
70,Pre-COVID,18,4,24,0.16666666666666666
71,COVID,0,5,24,0.20833333333333334
71,COVID,3,4,24,0.16666666666666666
71,COVID,7,2,24,0.08333333333333333
71,COVID,8,1,24,0.041666666666666664
71,COVID,9,3,24,0.125
71,COVID,10,1,24,0.041666666666666664
71,COVID,14,8,24,0.3333333333333333
71,Post-COVID,0,10,24,0.4166666666666667
71,Post-COVID,4,1,24,0.041666666666666664
71,Post-COVID,8,11,24,0.4583333333333333
71,Post-COVID,14,2,24,0.08333333333333333
71,Pre-COVID,0,3,24,0.125
71,Pre-COVID,9,21,24,0.875
72,COVID,0,8,24,0.3333333333333333
72,COVID,1,1,24,0.041666666666666664
72,COVID,2,2,24,0.08333333333333333
72,COVID,5,2,24,0.08333333333333333
72,COVID,12,1,24,0.041666666666666664
72,COVID,15,1,24,0.041666666666666664
72,COVID,17,8,24,0.3333333333333333
72,COVID,18,1,24,0.041666666666666664
72,Post-COVID,0,8,24,0.3333333333333333
72,Post-COVID,5,8,24,0.3333333333333333
72,Post-COVID,12,4,24,0.16666666666666666
72,Post-COVID,17,4,24,0.16666666666666666
72,Pre-COVID,0,9,24,0.375
72,Pre-COVID,1,3,24,0.125
72,Pre-COVID,2,2,24,0.08333333333333333
72,Pre-COVID,6,3,24,0.125
72,Pre-COVID,12,2,24,0.08333333333333333
72,Pre-COVID,17,5,24,0.20833333333333334
73,COVID,0,14,24,0.5833333333333334
73,COVID,4,3,24,0.125
73,COVID,6,1,24,0.041666666666666664
73,COVID,7,1,24,0.041666666666666664
73,COVID,9,1,24,0.041666666666666664
73,COVID,10,1,24,0.041666666666666664
73,COVID,14,3,24,0.125
73,Post-COVID,0,13,24,0.5416666666666666
73,Post-COVID,4,1,24,0.041666666666666664
73,Post-COVID,8,4,24,0.16666666666666666
73,Post-COVID,13,5,24,0.20833333333333334
73,Post-COVID,14,1,24,0.041666666666666664
73,Pre-COVID,0,9,24,0.375
73,Pre-COVID,6,1,24,0.041666666666666664
73,Pre-COVID,7,1,24,0.041666666666666664
73,Pre-COVID,9,7,24,0.2916666666666667
73,Pre-COVID,16,6,24,0.25
74,COVID,0,6,24,0.25
74,COVID,1,2,24,0.08333333333333333
74,COVID,2,1,24,0.041666666666666664
74,COVID,6,4,24,0.16666666666666666
74,COVID,12,3,24,0.125
74,COVID,16,1,24,0.041666666666666664
74,COVID,17,2,24,0.08333333333333333
74,COVID,18,5,24,0.20833333333333334
74,Post-COVID,0,15,24,0.625
74,Post-COVID,1,1,24,0.041666666666666664
74,Post-COVID,5,1,24,0.041666666666666664
74,Post-COVID,6,2,24,0.08333333333333333
74,Post-COVID,12,1,24,0.041666666666666664
74,Post-COVID,14,1,24,0.041666666666666664
74,Post-COVID,16,1,24,0.041666666666666664
74,Post-COVID,18,2,24,0.08333333333333333
74,Pre-COVID,0,7,24,0.2916666666666667
74,Pre-COVID,1,3,24,0.125
74,Pre-COVID,5,1,24,0.041666666666666664
74,Pre-COVID,6,7,24,0.2916666666666667
74,Pre-COVID,12,1,24,0.041666666666666664
74,Pre-COVID,16,1,24,0.041666666666666664
74,Pre-COVID,17,3,24,0.125
74,Pre-COVID,18,1,24,0.041666666666666664
75,COVID,0,11,24,0.4583333333333333
75,COVID,2,1,24,0.041666666666666664
75,COVID,6,1,24,0.041666666666666664
75,COVID,7,3,24,0.125
75,COVID,9,1,24,0.041666666666666664
75,COVID,10,1,24,0.041666666666666664
75,COVID,12,1,24,0.041666666666666664
75,COVID,15,1,24,0.041666666666666664
75,COVID,16,3,24,0.125
75,COVID,18,1,24,0.041666666666666664
75,Post-COVID,0,11,24,0.4583333333333333
75,Post-COVID,4,1,24,0.041666666666666664
75,Post-COVID,5,6,24,0.25
75,Post-COVID,7,1,24,0.041666666666666664
75,Post-COVID,8,1,24,0.041666666666666664
75,Post-COVID,13,2,24,0.08333333333333333
75,Post-COVID,15,1,24,0.041666666666666664
75,Post-COVID,16,1,24,0.041666666666666664
75,Pre-COVID,0,5,24,0.20833333333333334
75,Pre-COVID,2,1,24,0.041666666666666664
75,Pre-COVID,6,12,24,0.5
75,Pre-COVID,7,1,24,0.041666666666666664
75,Pre-COVID,9,2,24,0.08333333333333333
75,Pre-COVID,16,2,24,0.08333333333333333
75,Pre-COVID,18,1,24,0.041666666666666664
76,COVID,0,8,24,0.3333333333333333
76,COVID,6,11,24,0.4583333333333333
76,COVID,7,1,24,0.041666666666666664
76,COVID,12,1,24,0.041666666666666664
76,COVID,16,1,24,0.041666666666666664
76,COVID,17,2,24,0.08333333333333333
76,Post-COVID,0,4,24,0.16666666666666666
76,Post-COVID,2,3,24,0.125
76,Post-COVID,6,15,24,0.625
76,Post-COVID,9,1,24,0.041666666666666664
76,Post-COVID,16,1,24,0.041666666666666664
76,Pre-COVID,0,12,24,0.5
76,Pre-COVID,1,4,24,0.16666666666666666
76,Pre-COVID,6,5,24,0.20833333333333334
76,Pre-COVID,17,3,24,0.125
77,COVID,0,11,24,0.4583333333333333
77,COVID,1,3,24,0.125
77,COVID,2,2,24,0.08333333333333333
77,COVID,12,1,24,0.041666666666666664
